ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Ranking,RatingCount,ReviewCount,Score,ScoreClass,pDev
4.50%,Rotating,Prairie Artisan Ales,,https://cdn.beeradvocate.com/im/beers/114634.jpg,"Oklahoma, United States","#4,234",199,32,4.03,Exceptional,7.94%
4.30%,Rotating,de Garde Brewing,,https://cdn.beeradvocate.com/im/beers/126744.jpg,"Oregon, United States",#734,198,15,4.36,Outstanding,6.88%
4.20%,Summer,SingleCut Beersmiths,,https://cdn.beeradvocate.com/im/beers/97512.jpg,"New York, United States","#8,913",193,30,3.9,Very Good,11.03%
3.80%,Rotating,Off Color Brewing,,https://cdn.beeradvocate.com/im/beers/186309.jpg,"Illinois, United States","#2,456",191,38,4.14,Exceptional,7.25%
5.30%,Year-round,Bayerische Staatsbrauerei Weihenstephan,,https://cdn.beeradvocate.com/im/beers/808.jpg,Germany,#783,"3,041","1,130",4.25,Outstanding,10.12%
5.00%,Year-round,Spaten-Franziskaner-Bräu,,https://cdn.beeradvocate.com/im/beers/924.jpg,Germany,"#12,447","1,688",823,3.83,Very Good,12.27%
5.40%,Winter,Spoetzl Brewery / Shiner,,https://cdn.beeradvocate.com/im/beers/45591.jpg,"Texas, United States","#40,160","1,622",413,3.56,Good,17.42%
5.30%,Year-round,Erdinger Weissbräu,,https://cdn.beeradvocate.com/im/beers/2041.jpg,Germany,"#22,517","1,382",633,3.75,Very Good,12.53%
5.80%,Year-round,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,,https://cdn.beeradvocate.com/im/beers/135.jpg,Germany,"#2,321","1,169",590,4.09,Exceptional,10.27%
5.10%,Rotating,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/38366.jpg,"Massachusetts, United States","#41,850",867,375,3.49,Okay,14.61%
5.30%,Year-round,Hacker-Pschorr Bräu GmbH,,https://cdn.beeradvocate.com/im/beers/666.jpg,Germany,"#4,458",508,283,3.99,Very Good,11.53%
4.90%,Year-round,Würzburger Hofbräu AG,,https://cdn.beeradvocate.com/im/beers/616.jpg,Germany,"#13,160",424,257,3.83,Very Good,11.49%
5.30%,Year-round,Paulaner Brauerei GmbH & Co. KG,,https://cdn.beeradvocate.com/im/beers/3763.jpg,Germany,"#11,557",355,87,3.85,Very Good,12.73%
5.50%,Summer,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/43929.jpg,"Missouri, United States","#42,089",323,237,3.46,Okay,18.21%
5.70%,Limited(brewedonce),Sierra Nevada Brewing Co.,,https://cdn.beeradvocate.com/im/beers/281133.jpg,"California, United States","#7,678",314,102,3.91,Very Good,8.18%
5.00%,Year-round,Klosterbrauerei Andechs,,https://cdn.beeradvocate.com/im/beers/3994.jpg,Germany,"#5,399",290,99,3.97,Very Good,9.32%
5.35%,Year-round,Brauerei Tucher Brau,,https://cdn.beeradvocate.com/im/beers/370.jpg,Germany,"#16,743",285,165,3.8,Very Good,10.79%
5.40%,Year-round,Kulmbacher Brauerei AG,,https://cdn.beeradvocate.com/im/beers/17140.jpg,Germany,-,261,157,3.73,Good,12.6%
5.40%,Year-round,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,,https://cdn.beeradvocate.com/im/beers/70516.jpg,"Missouri, United States","#36,490",221,47,3.62,Good,12.98%
6.60%,Spring,Perennial Artisan Ales,,https://cdn.beeradvocate.com/im/beers/75797.jpg,"Missouri, United States","#14,060",215,43,3.83,Very Good,11.75%
5.00%,Year-round,Private Landbrauerei Scheuerer,,https://cdn.beeradvocate.com/im/beers/30173.jpg,Germany,"#40,590",132,85,3.5,Good,13.71%
4.70%,Rotating,Fish Brewing Company / Fishbowl Brewpub,,https://cdn.beeradvocate.com/im/beers/50473.jpg,"Washington, United States","#43,511",128,59,3.29,Okay,16.41%
6.00%,Year-round,"Bayern Brewing, Inc. / Edelweiss Bistro",,https://cdn.beeradvocate.com/im/beers/49354.jpg,"Montana, United States","#38,703",124,45,3.56,Good,16.01%
6.40%,Year-round,Great Divide Brewing Company,,https://cdn.beeradvocate.com/im/beers/49449.jpg,"Colorado, United States","#35,681",120,91,3.62,Good,13.26%
5.40%,Year-round,Brauerei Gebrüder Maisel GmbH & Co.,,https://cdn.beeradvocate.com/im/beers/34373.jpg,Germany,"#26,888",104,33,3.72,Good,9.95%
5.50%,Year-round,Kaltenberg International / König Ludwig International GmbH & Co.KG,,https://cdn.beeradvocate.com/im/beers/47862.jpg,Germany,"#15,731",99,21,3.83,Very Good,12.01%
5.40%,Winter,Spoetzl Brewery / Shiner,,https://cdn.beeradvocate.com/im/beers/26654.jpg,"Texas, United States","#42,883",98,73,3.33,Okay,13.51%
5.50%,Year-round,High Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/2617.jpg,"New Jersey, United States","#20,674",97,81,3.78,Very Good,14.02%
5.10%,Year-round,Hofbräuhaus München,,https://cdn.beeradvocate.com/im/beers/11265.jpg,Germany,"#21,894",89,32,3.77,Very Good,9.55%
5.00%,Year-round,Weissbierbrauerei Hopf,,https://cdn.beeradvocate.com/im/beers/3672.jpg,Germany,"#26,898",89,60,3.72,Good,11.02%
5.30%,Year-round,Klosterbrauerei Weltenburg,,https://cdn.beeradvocate.com/im/beers/6968.jpg,Germany,"#33,122",88,49,3.65,Good,13.7%
5.20%,Winter,Neshaminy Creek Brewing Company,,https://cdn.beeradvocate.com/im/beers/87765.jpg,"Pennsylvania, United States","#34,997",80,19,3.62,Good,9.94%
5.00%,Winter,Muskoka Brewery,,https://cdn.beeradvocate.com/im/beers/106814.jpg,"Ontario, Canada","#28,918",79,20,3.7,Good,7.03%
5.20%,Spring,Gordon Biersch Brewery Restaurant,,https://cdn.beeradvocate.com/im/beers/22158.jpg,United States,"#12,079",77,37,3.89,Very Good,13.11%
5.00%,Year-round,Binding-Brauerei AG,,https://cdn.beeradvocate.com/im/beers/7400.jpg,Germany,"#32,867",75,36,3.65,Good,13.97%
5.50%,Rotating,Piece Brewery & Pizzeria,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Illinois, United States","#7,054",73,22,4,Exceptional,10.25%
6.00%,Year-round,Texelse Bierbrouwerij,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,Netherlands,"#35,676",66,23,3.6,Good,14.17%
7.50%,Rotating,Surly Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Minnesota, United States","#14,872",63,5,3.86,Very Good,10.1%
notlisted,Rotating,Hofbräuhaus München,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,Germany,"#5,502",57,7,4.09,Exceptional,10.51%
5.50%,Year-round,Hofbräu Kaltenhausen (Brau Union),,https://cdn.beeradvocate.com/im/beers/1257.jpg,Austria,"#15,300",57,32,3.86,Very Good,13.99%
4.20%,Rotating,Prost Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Colorado, United States","#14,914",53,6,3.87,Very Good,11.89%
5.40%,Year-round,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,,https://cdn.beeradvocate.com/im/beers/114970.jpg,Germany,"#26,958",51,15,3.72,Good,13.98%
4.65%,Rotating,Sprecher Brewing Company,,https://cdn.beeradvocate.com/im/beers/53875.jpg,"Wisconsin, United States","#39,594",51,17,3.47,Okay,12.97%
4.80%,Year-round,Unertl Weissbier GmbH,,https://cdn.beeradvocate.com/im/beers/8727.jpg,Germany,"#18,827",50,25,3.82,Very Good,13.35%
5.30%,Year-round,Erdinger Weissbräu,,https://cdn.beeradvocate.com/im/beers/175631.jpg,Germany,"#18,913",49,4,3.82,Very Good,12.83%
6.90%,Winter,Blue Hills Brewery,,https://cdn.beeradvocate.com/im/beers/62821.jpg,"Massachusetts, United States","#37,134",48,17,3.55,Good,23.94%
10.00%,Year-round,Franconia Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Texas, United States","#10,027",47,3,3.97,Very Good,10.08%
6.00%,Winter,Portsmouth Brewery,,https://cdn.beeradvocate.com/im/beers/21329.jpg,"New Hampshire, United States","#5,524",45,27,4.13,Exceptional,9.44%
5.40%,Year-round,Fürstlich Fürstenbergische Brauerei KG,,https://cdn.beeradvocate.com/im/beers/11105.jpg,Germany,"#40,042",44,24,3.43,Okay,18.95%
5.50%,Year-round,High Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/78818.jpg,"New Jersey, United States","#34,672",44,9,3.6,Good,16.11%
5.00%,Year-round,Privatbrauerei und Mineralbrunnenbetrieb H. Egerer,,https://cdn.beeradvocate.com/im/beers/198309.jpg,Germany,"#35,869",42,12,3.57,Good,10.36%
5.20%,Year-round,Der HirschBrau/Privatbrauerei Höss,,https://cdn.beeradvocate.com/im/beers/17713.jpg,Germany,"#31,026",38,15,3.66,Good,8.2%
6.00%,Year-round,Birrificio Italiano,,https://cdn.beeradvocate.com/im/beers/21647.jpg,Italy,"#8,295",37,19,4.05,Exceptional,10.62%
notlisted,Year-round,Aktienbrauerei Kaufbeuren AG,,https://cdn.beeradvocate.com/im/beers/4584.jpg,Germany,"#41,500",36,28,3.29,Okay,15.2%
5.40%,Year-round,Bayerische Staatsbrauerei Weihenstephan,,https://cdn.beeradvocate.com/im/beers/731.jpg,Germany,#215,"8,480","2,554",4.41,Outstanding,9.98%
5.00%,Year-round,Spaten-Franziskaner-Bräu,,https://cdn.beeradvocate.com/im/beers/1946.jpg,Germany,"#2,612","4,568","1,703",4.06,Exceptional,11.82%
4.80%,Year-round,Sierra Nevada Brewing Co.,,https://cdn.beeradvocate.com/im/beers/48434.jpg,"California, United States","#2,791","4,092","1,393",4.05,Exceptional,11.85%
5.50%,Year-round,Paulaner Brauerei GmbH & Co. KG,,https://cdn.beeradvocate.com/im/beers/1256.jpg,Germany,"#2,793","3,491","1,392",4.05,Exceptional,11.36%
5.10%,Year-round,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,,https://cdn.beeradvocate.com/im/beers/132.jpg,Germany,"#1,339","2,244",931,4.17,Exceptional,9.11%
4.90%,Year-round,Widmer Brothers Brewing Company,,https://cdn.beeradvocate.com/im/beers/17.jpg,"Oregon, United States","#44,005","2,132",804,3.32,Okay,16.87%
5.60%,Year-round,Erdinger Weissbräu,,https://cdn.beeradvocate.com/im/beers/2434.jpg,Germany,"#40,786","1,990",800,3.54,Good,13.84%
4.80%,Year-round,Tröegs Brewing Company,,https://cdn.beeradvocate.com/im/beers/18305.jpg,"Pennsylvania, United States","#26,792","1,972",655,3.72,Good,13.17%
5.40%,Year-round,Weisses Bräuhaus G. Schneider & Sohn GmbH,,https://cdn.beeradvocate.com/im/beers/3280.jpg,Germany,"#4,321","1,789",844,3.98,Very Good,10.8%
5.50%,Year-round,Hacker-Pschorr Bräu GmbH,,https://cdn.beeradvocate.com/im/beers/772.jpg,Germany,"#2,269","1,760",760,4.09,Exceptional,10.76%
5.20%,Year-round,Live Oak Brewing Company,,https://cdn.beeradvocate.com/im/beers/1062.jpg,"Texas, United States",#371,"1,657",464,4.35,Outstanding,9.43%
4.70%,Year-round,Flying Dog Brewery,,https://cdn.beeradvocate.com/im/beers/2249.jpg,"Maryland, United States","#41,513","1,610",724,3.51,Good,15.38%
7.20%,Spring,New Glarus Brewing Company,,https://cdn.beeradvocate.com/im/beers/37586.jpg,"Wisconsin, United States","#1,074","1,394",476,4.21,Exceptional,10.93%
5.10%,Year-round,Hofbräuhaus München,,https://cdn.beeradvocate.com/im/beers/3836.jpg,Germany,"#7,909","1,169",408,3.89,Very Good,11.57%
5.40%,Year-round,Spoetzl Brewery / Shiner,,https://cdn.beeradvocate.com/im/beers/1552.jpg,"Texas, United States","#44,145","1,077",487,3.29,Okay,17.02%
6.20%,Year-round,Weisses Bräuhaus G. Schneider & Sohn GmbH,,https://cdn.beeradvocate.com/im/beers/759.jpg,Germany,"#2,458","1,065",581,4.08,Exceptional,11.03%
5.20%,Year-round,"Pyramid Breweries, Inc.",,https://cdn.beeradvocate.com/im/beers/1237.jpg,"Washington, United States","#44,718",905,443,3.12,Okay,16.03%
5.50%,Year-round,Kaltenberg International / König Ludwig International GmbH & Co.KG,,https://cdn.beeradvocate.com/im/beers/4847.jpg,Germany,"#10,045",904,430,3.86,Very Good,12.18%
2.50%,Year-round,Binding-Brauerei AG,,https://cdn.beeradvocate.com/im/beers/41091.jpg,Germany,"#41,179",797,181,3.52,Good,17.33%
6.70%,Winter,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/beers/101585.jpg,"Pennsylvania, United States","#38,290",757,142,3.6,Good,13.33%
5.40%,Rotating,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/15216.jpg,"Massachusetts, United States","#44,449",744,577,3.21,Okay,16.2%
4.90%,Year-round,Two Brothers Brewing Company,,https://cdn.beeradvocate.com/im/beers/13804.jpg,"Illinois, United States","#30,804",689,218,3.69,Good,13.82%
4.60%,Summer,Yuengling Brewery,,https://cdn.beeradvocate.com/im/beers/117171.jpg,"Pennsylvania, United States","#38,754",666,122,3.59,Good,16.16%
5.30%,Year-round,Würzburger Hofbräu AG,,https://cdn.beeradvocate.com/im/beers/613.jpg,Germany,"#4,080",656,349,4,Exceptional,10.75%
5.70%,Fall,Erdinger Weissbräu,,https://cdn.beeradvocate.com/im/beers/11485.jpg,Germany,"#35,661",635,309,3.64,Good,11.81%
5.20%,Year-round,Funky Buddha Brewery,,https://cdn.beeradvocate.com/im/beers/62128.jpg,"Florida, United States","#21,397",592,97,3.76,Very Good,10.64%
5.35%,Year-round,Brauerei Tucher Brau,,https://cdn.beeradvocate.com/im/beers/371.jpg,Germany,"#7,669",587,306,3.9,Very Good,13.08%
5.40%,Year-round,Kulmbacher Brauerei AG,,https://cdn.beeradvocate.com/im/beers/1229.jpg,Germany,"#3,497",529,287,4.03,Exceptional,10.92%
5.00%,Year-round,Binding-Brauerei AG,,https://cdn.beeradvocate.com/im/beers/3425.jpg,Germany,"#34,788",508,187,3.65,Good,12.6%
5.80%,Year-round,Lonerider Brewing Company,,https://cdn.beeradvocate.com/im/beers/47302.jpg,"North Carolina, United States","#32,853",469,94,3.67,Good,14.71%
4.90%,Year-round,Saint Arnold Brewing Company,,https://cdn.beeradvocate.com/im/beers/61109.jpg,"Texas, United States","#34,766",466,103,3.65,Good,14.52%
5.40%,Year-round,Brauerei Gebrüder Maisel GmbH & Co.,,https://cdn.beeradvocate.com/im/beers/2637.jpg,Germany,"#8,405",463,180,3.89,Very Good,10.54%
5.10%,Year-round,Starr Hill Brewery,,https://cdn.beeradvocate.com/im/beers/40524.jpg,"Virginia, United States","#40,471",457,135,3.54,Good,15.25%
4.10%,Year-round,The Schlafly Tap Room,,https://cdn.beeradvocate.com/im/beers/6745.jpg,"Missouri, United States","#43,789",456,165,3.33,Okay,15.32%
5.00%,Year-round,Yazoo Brewing Company,,https://cdn.beeradvocate.com/im/beers/20575.jpg,"Tennessee, United States","#28,309",456,138,3.71,Good,14.82%
5.20%,Year-round,Karbach Brewing Co.,,https://cdn.beeradvocate.com/im/beers/72834.jpg,"Texas, United States","#12,201",455,75,3.84,Very Good,13.8%
6.20%,Rotating,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/beers/1006.jpg,"Pennsylvania, United States","#10,508",453,135,3.86,Very Good,10.88%
5.50%,Year-round,Klosterbrauerei Andechs,,https://cdn.beeradvocate.com/im/beers/3995.jpg,Germany,"#1,713",451,157,4.16,Exceptional,8.89%
5.70%,Rotating,SweetWater Brewing Company,,https://cdn.beeradvocate.com/im/beers/69369.jpg,"Georgia, United States","#40,723",433,76,3.53,Good,13.88%
5.30%,Year-round,Trader Joe's Brewing Company,,https://cdn.beeradvocate.com/im/beers/21619.jpg,"California, United States","#39,813",426,221,3.56,Good,13.48%
5.10%,Year-round,Brauerei Pinkus Mueller,,https://cdn.beeradvocate.com/im/beers/82.jpg,Germany,"#39,015",422,243,3.58,Good,15.92%
5.50%,Year-round,Gordon Biersch Brewery Restaurant,,https://cdn.beeradvocate.com/im/beers/23371.jpg,United States,"#35,490",415,131,3.64,Good,14.84%
4.90%,Year-round,Butternuts Beer & Ale,,https://cdn.beeradvocate.com/im/beers/28750.jpg,"New York, United States","#43,080",405,230,3.4,Okay,16.76%
5.00%,Year-round,Brooklyn Brewery,,https://cdn.beeradvocate.com/im/beers/1137.jpg,"New York, United States","#16,460",388,256,3.8,Very Good,12.37%
5.00%,Year-round,Pennsylvania Brewing Company,,https://cdn.beeradvocate.com/im/beers/382.jpg,"Pennsylvania, United States","#10,666",382,238,3.86,Very Good,12.18%
5.00%,Rotating,Two Roads Brewing Company,,https://cdn.beeradvocate.com/im/beers/94390.jpg,"Connecticut, United States","#24,304",370,50,3.74,Good,11.76%
5.50%,Rotating,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/27625.jpg,"Indiana, United States","#2,825",367,80,4.08,Exceptional,10.29%
5.40%,Rotating,Sly Fox Brewing Company,,https://cdn.beeradvocate.com/im/beers/7316.jpg,"Pennsylvania, United States","#14,335",365,181,3.82,Very Good,11.26%
5.00%,Year-round,Baltika Breweries,,https://cdn.beeradvocate.com/im/beers/4700.jpg,Russian Federation,"#40,895",364,230,3.52,Good,14.49%
4.90%,Year-round,Weisses Bräuhaus G. Schneider & Sohn GmbH,,https://cdn.beeradvocate.com/im/beers/763.jpg,Germany,"#2,182",351,133,4.13,Exceptional,12.59%
7.00%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/22227.jpg,"California, United States",#53,"6,424","1,476",4.56,World-Class,8.77%
10.00%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/45653.jpg,"California, United States",#100,"5,368","1,176",4.5,World-Class,8.89%
7.50%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/9474.jpg,"California, United States",#156,"3,729","1,033",4.46,Outstanding,8.74%
6.75%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/20518.jpg,"California, United States",#415,"2,756",632,4.33,Outstanding,8.78%
6.00%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/27992.jpg,"California, United States",#62,"2,704",566,4.55,World-Class,8.57%
7.80%,Rotating,The Bruery,,https://cdn.beeradvocate.com/im/beers/51741.jpg,"California, United States",#496,"2,489",305,4.31,Outstanding,8.82%
7.00%,Rotating,The Bruery,,https://cdn.beeradvocate.com/im/beers/70286.jpg,"California, United States",#903,"2,446",374,4.23,Exceptional,10.87%
7.50%,Rotating,New Belgium Brewing,,https://cdn.beeradvocate.com/im/beers/26541.jpg,"Colorado, United States",#586,"2,415",504,4.29,Outstanding,9.32%
9.00%,Rotating,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/53747.jpg,"Illinois, United States","#1,852","2,163",361,4.12,Exceptional,10.19%
7.20%,Year-round,Jolly Pumpkin Artisan Ales,,https://cdn.beeradvocate.com/im/beers/19314.jpg,"Michigan, United States","#3,195","1,994",790,4.03,Exceptional,12.16%
5.80%,Rotating,Jester King Brewery,,https://cdn.beeradvocate.com/im/beers/94634.jpg,"Texas, United States",#44,"1,799",176,4.59,World-Class,6.97%
8.50%,Rotating,Cascade Brewing / Raccoon Lodge & Brewpub,,https://cdn.beeradvocate.com/im/beers/42203.jpg,"Oregon, United States",#395,"1,763",301,4.34,Outstanding,8.06%
9.30%,Rotating,Cascade Brewing / Raccoon Lodge & Brewpub,,https://cdn.beeradvocate.com/im/beers/56266.jpg,"Oregon, United States",#184,"1,759",234,4.45,Outstanding,7.64%
8.00%,Rotating,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/45368.jpg,"Illinois, United States",#811,"1,603",360,4.25,Outstanding,10.12%
11.00%,Rotating,The Lost Abbey,,https://cdn.beeradvocate.com/im/beers/34315.jpg,"California, United States","#1,089","1,220",413,4.21,Exceptional,10.93%
7.50%,Rotating,The Bruery,,https://cdn.beeradvocate.com/im/beers/63724.jpg,"California, United States",#216,"1,160",94,4.43,Outstanding,7.67%
7.50%,Rotating,Almanac Beer Co.,,https://cdn.beeradvocate.com/im/beers/97036.jpg,"California, United States","#1,025","1,127",127,4.22,Exceptional,7.35%
7.00%,Rotating,The Lost Abbey,,https://cdn.beeradvocate.com/im/beers/55992.jpg,"California, United States",#387,"1,126",260,4.35,Outstanding,8.28%
6.50%,Fall,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/62403.jpg,"California, United States",#220,"1,043",159,4.43,Outstanding,8.35%
7.30%,Rotating,Sante Adairius Rustic Ales,,https://cdn.beeradvocate.com/im/beers/84772.jpg,"California, United States",#68,"1,041",96,4.56,World-Class,6.14%
6.66%,Winter,Surly Brewing Company,,https://cdn.beeradvocate.com/im/beers/90250.jpg,"Minnesota, United States","#1,523","1,039",108,4.16,Exceptional,9.38%
11.40%,Rotating,Weyerbacher Brewing Co.,,https://cdn.beeradvocate.com/im/beers/43217.jpg,"Pennsylvania, United States","#2,218","1,039",339,4.1,Exceptional,13.17%
8.00%,Rotating,The Bruery,,https://cdn.beeradvocate.com/im/beers/66743.jpg,"California, United States",#511,"1,035",133,4.32,Outstanding,8.1%
7.00%,Rotating,The Lost Abbey,,https://cdn.beeradvocate.com/im/beers/38149.jpg,"California, United States",#56,"1,026",234,4.58,World-Class,7.86%
7.60%,Rotating,The Bruery,,https://cdn.beeradvocate.com/im/beers/79533.jpg,"California, United States",#275,"1,004",69,4.4,Outstanding,7.73%
6.60%,Rotating,Wicked Weed Brewing,,https://cdn.beeradvocate.com/im/beers/92695.jpg,"North Carolina, United States","#1,187",958,93,4.2,Exceptional,8.33%
